date,sku,units-sold
2-23-2012,34b56ab7,374
2-24-2012,1cc77eae72,418
2-25-2012,1cc77eae72,126
2-26-2012,88f4fbd642b69fac,232
2-27-2012,34b56ab7,415
2-28-2012,1cc77eae72,411
2-29-2012,1cc77eae72,112
3-1-2012,1cc77eae72,337
3-2-2012,1cc77eae72,369
3-3-2012,1cc77eae72,185
3-4-2012,34b56ab7,242
3-5-2012,34b56ab7,341
3-6-2012,34b56ab7,323
3-7-2012,88f4fbd642b69fac,80
3-8-2012,88f4fbd642b69fac,280
3-9-2012,1cc77eae72,363
3-10-2012,34b56ab7,166
3-11-2012,34b56ab7,364
3-12-2012,1cc77eae72,293
3-13-2012,34b56ab7,313
3-14-2012,1cc77eae72,341
3-15-2012,0444e582,332
3-16-2012,34b56ab7,109
3-17-2012,34b56ab7,322
3-18-2012,88f4fbd642b69fac,228
3-19-2012,88f4fbd642b69fac,310
3-20-2012,88f4fbd642b69fac,260
3-21-2012,88f4fbd642b69fac,212
3-22-2012,88f4fbd642b69fac,364
3-23-2012,88f4fbd642b69fac,73
3-24-2012,3e080b,286
3-25-2012,34b56ab7,160
3-26-2012,88f4fbd642b69fac,478
3-27-2012,34b56ab7,363
3-28-2012,34b56ab7,485
3-29-2012,34b56ab7,98
3-30-2012,34b56ab7,393
3-31-2012,1cc77eae72,60
4-1-2012,34b56ab7,64
4-2-2012,2b5eba53a32699,194
4-3-2012,88f4fbd642b69fac,166
4-4-2012,88f4fbd642b69fac,327
4-5-2012,34b56ab7,169
4-6-2012,3e080b,295
4-7-2012,1cc77eae72,256
4-8-2012,34b56ab7,254
4-9-2012,1cc77eae72,348
4-10-2012,34b56ab7,195
4-11-2012,88f4fbd642b69fac,133
4-12-2012,88f4fbd642b69fac,141
4-13-2012,1cc77eae72,318
4-14-2012,34b56ab7,282
4-15-2012,88f4fbd642b69fac,304
4-16-2012,88f4fbd642b69fac,271
4-17-2012,1cc77eae72,62
4-18-2012,34b56ab7,433
4-19-2012,34b56ab7,262
4-20-2012,34b56ab7,410
4-21-2012,34b56ab7,107
4-22-2012,88f4fbd642b69fac,455
4-23-2012,2b5eba53a32699,170
4-24-2012,3e080b,286
4-25-2012,0444e582,222
4-26-2012,34b56ab7,79
4-27-2012,1cc77eae72,327
4-28-2012,88f4fbd642b69fac,175
4-29-2012,34b56ab7,104
4-30-2012,34b56ab7,465
5-1-2012,34b56ab7,115
5-2-2012,34b56ab7,245
5-3-2012,34b56ab7,481
5-4-2012,88f4fbd642b69fac,195
5-5-2012,0444e582,254
5-6-2012,88f4fbd642b69fac,212
5-7-2012,34b56ab7,225
5-8-2012,1cc77eae72,262
5-9-2012,88f4fbd642b69fac,141
5-10-2012,34b56ab7,89
5-11-2012,0444e582,440
5-12-2012,34b56ab7,339
5-13-2012,34b56ab7,498
5-14-2012,88f4fbd642b69fac,256
5-15-2012,88f4fbd642b69fac,144
5-16-2012,34b56ab7,79
5-17-2012,88f4fbd642b69fac,130
5-18-2012,1cc77eae72,243
5-19-2012,1cc77eae72,298
5-20-2012,34b56ab7,493
5-21-2012,1cc77eae72,83
5-22-2012,88f4fbd642b69fac,122
5-23-2012,2b5eba53a32699,459
5-24-2012,88f4fbd642b69fac,152
5-25-2012,34b56ab7,340
5-26-2012,34b56ab7,368
5-27-2012,88f4fbd642b69fac,200
5-28-2012,88f4fbd642b69fac,98
5-29-2012,0444e582,443
5-30-2012,1cc77eae72,143
5-31-2012,1cc77eae72,294
6-1-2012,1cc77eae72,121
6-2-2012,2b5eba53a32699,305
6-3-2012,88f4fbd642b69fac,112
6-4-2012,34b56ab7,252
6-5-2012,1cc77eae72,220
6-6-2012,0444e582,265
6-7-2012,1cc77eae72,142
6-8-2012,34b56ab7,309
6-9-2012,88f4fbd642b69fac,211
6-10-2012,34b56ab7,486
6-11-2012,88f4fbd642b69fac,185
6-12-2012,34b56ab7,405
6-13-2012,34b56ab7,299
6-14-2012,88f4fbd642b69fac,241
6-15-2012,88f4fbd642b69fac,462
6-16-2012,1cc77eae72,268
6-17-2012,88f4fbd642b69fac,451
6-18-2012,34b56ab7,287
6-19-2012,1cc77eae72,293
6-20-2012,2b5eba53a32699,436
6-21-2012,88f4fbd642b69fac,200
6-22-2012,1cc77eae72,100
6-23-2012,88f4fbd642b69fac,360
6-24-2012,1cc77eae72,282
6-25-2012,1cc77eae72,157
6-26-2012,34b56ab7,65
6-27-2012,2b5eba53a32699,441
6-28-2012,1cc77eae72,309
6-29-2012,1cc77eae72,461
6-30-2012,88f4fbd642b69fac,305
7-1-2012,1cc77eae72,316
7-2-2012,88f4fbd642b69fac,478
7-3-2012,34b56ab7,144
7-4-2012,88f4fbd642b69fac,90
7-5-2012,1cc77eae72,390
7-6-2012,3e080b,190
7-7-2012,34b56ab7,193
7-8-2012,34b56ab7,61
7-9-2012,34b56ab7,347
7-10-2012,88f4fbd642b69fac,415
7-11-2012,3e080b,241
7-12-2012,34b56ab7,103
7-13-2012,88f4fbd642b69fac,462
7-14-2012,1cc77eae72,489
7-15-2012,88f4fbd642b69fac,74
7-16-2012,1cc77eae72,464
7-17-2012,34b56ab7,218
7-18-2012,34b56ab7,155
7-19-2012,34b56ab7,499
7-20-2012,2b5eba53a32699,197
7-21-2012,34b56ab7,439
7-22-2012,88f4fbd642b69fac,317
7-23-2012,0444e582,320
7-24-2012,34b56ab7,203
7-25-2012,0444e582,58
7-26-2012,1cc77eae72,403
7-27-2012,34b56ab7,255
7-28-2012,3e080b,498
7-29-2012,88f4fbd642b69fac,196
7-30-2012,1cc77eae72,396
7-31-2012,34b56ab7,310
8-1-2012,34b56ab7,289
8-2-2012,88f4fbd642b69fac,114
8-3-2012,34b56ab7,346
8-4-2012,34b56ab7,311
8-5-2012,34b56ab7,399
8-6-2012,1cc77eae72,56
8-7-2012,34b56ab7,423
8-8-2012,2b5eba53a32699,443
8-9-2012,34b56ab7,233
8-10-2012,1cc77eae72,193
8-11-2012,1cc77eae72,436
8-12-2012,88f4fbd642b69fac,470
8-13-2012,88f4fbd642b69fac,235
8-14-2012,88f4fbd642b69fac,81
8-15-2012,34b56ab7,363
8-16-2012,88f4fbd642b69fac,423
8-17-2012,88f4fbd642b69fac,281
8-18-2012,1cc77eae72,158
8-19-2012,1cc77eae72,238
8-20-2012,0444e582,99
8-21-2012,88f4fbd642b69fac,370
8-22-2012,88f4fbd642b69fac,399
8-23-2012,88f4fbd642b69fac,110
8-24-2012,1cc77eae72,309
8-25-2012,88f4fbd642b69fac,127
8-26-2012,34b56ab7,173
8-27-2012,88f4fbd642b69fac,439
8-28-2012,1cc77eae72,458
8-29-2012,34b56ab7,383
8-30-2012,34b56ab7,117
8-31-2012,3e080b,306
9-1-2012,1cc77eae72,412
9-2-2012,34b56ab7,101
9-3-2012,88f4fbd642b69fac,423
9-4-2012,2b5eba53a32699,159
9-5-2012,34b56ab7,300
9-6-2012,88f4fbd642b69fac,243
9-7-2012,3e080b,479
9-8-2012,1cc77eae72,365
9-9-2012,1cc77eae72,480
9-10-2012,1cc77eae72,241
9-11-2012,0444e582,488
9-12-2012,34b56ab7,75
9-13-2012,1cc77eae72,397
9-14-2012,34b56ab7,366
9-15-2012,34b56ab7,188
9-16-2012,1cc77eae72,447
9-17-2012,34b56ab7,446
9-18-2012,1cc77eae72,358
9-19-2012,1cc77eae72,330
9-20-2012,1cc77eae72,146
9-21-2012,1cc77eae72,317
9-22-2012,34b56ab7,406
9-23-2012,34b56ab7,229
9-24-2012,0444e582,218
9-25-2012,34b56ab7,80
9-26-2012,1cc77eae72,296
9-27-2012,1cc77eae72,230
9-28-2012,88f4fbd642b69fac,397
9-29-2012,88f4fbd642b69fac,60
9-30-2012,1cc77eae72,159
10-1-2012,1cc77eae72,402
10-2-2012,88f4fbd642b69fac,362
10-3-2012,34b56ab7,412
10-4-2012,1cc77eae72,330
10-5-2012,1cc77eae72,404
10-6-2012,34b56ab7,477
10-7-2012,1cc77eae72,149
10-8-2012,88f4fbd642b69fac,436
10-9-2012,1cc77eae72,354
10-10-2012,34b56ab7,404
10-11-2012,34b56ab7,337
10-12-2012,1cc77eae72,410
10-13-2012,34b56ab7,443
10-14-2012,34b56ab7,435
10-15-2012,34b56ab7,447
10-16-2012,88f4fbd642b69fac,97
10-17-2012,34b56ab7,363
10-18-2012,34b56ab7,423
10-19-2012,1cc77eae72,87
10-20-2012,0444e582,316
10-21-2012,88f4fbd642b69fac,296
10-22-2012,34b56ab7,115
10-23-2012,1cc77eae72,388
10-24-2012,34b56ab7,427
10-25-2012,1cc77eae72,223
10-26-2012,88f4fbd642b69fac,287
10-27-2012,88f4fbd642b69fac,281
10-28-2012,2b5eba53a32699,447
10-29-2012,88f4fbd642b69fac,316
10-30-2012,34b56ab7,489
10-31-2012,0444e582,318
11-1-2012,1cc77eae72,382
11-2-2012,1cc77eae72,167
11-3-2012,88f4fbd642b69fac,98
11-4-2012,88f4fbd642b69fac,167
11-5-2012,1cc77eae72,498
11-6-2012,88f4fbd642b69fac,211
11-7-2012,2b5eba53a32699,458
11-8-2012,88f4fbd642b69fac,395
11-9-2012,34b56ab7,88
11-10-2012,1cc77eae72,375
11-11-2012,88f4fbd642b69fac,439
11-12-2012,88f4fbd642b69fac,157
11-13-2012,34b56ab7,343
11-14-2012,88f4fbd642b69fac,98
11-15-2012,34b56ab7,258
11-16-2012,1cc77eae72,288
11-17-2012,34b56ab7,257
11-18-2012,1cc77eae72,436
11-19-2012,1cc77eae72,496
11-20-2012,88f4fbd642b69fac,117
11-21-2012,1cc77eae72,333
11-22-2012,88f4fbd642b69fac,71
11-23-2012,34b56ab7,139
11-24-2012,34b56ab7,142
11-25-2012,88f4fbd642b69fac,166
11-26-2012,34b56ab7,424
11-27-2012,88f4fbd642b69fac,178
11-28-2012,1cc77eae72,499
11-29-2012,1cc77eae72,346
11-30-2012,34b56ab7,73
12-1-2012,0444e582,102
12-2-2012,88f4fbd642b69fac,89
12-3-2012,34b56ab7,375
12-4-2012,1cc77eae72,302
